chapter,comments,likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
12,10317,303039,2018-10-17,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,42
12,10317,303039,2018-10-17,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,157
12,10317,303039,2018-10-17,mentallie_unstAble,Ha watch the girl wear more makeup than jugyeong lol,"Oct 16, 2018",1146,6,2022-12-28,7
12,10317,303039,2018-10-17,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,20
12,10317,303039,2018-10-17,Zetara,The suspense is thicker than her cover up make up XD,"Oct 16, 2018",770,3,2022-12-28,3
12,10317,303039,2018-10-17,PayYourFuckingTaxes,We got ourselves an hourglass. She’s running out of time. Let’s flip her over 😏,"Oct 16, 2018",735,4,2022-12-28,14
12,10317,303039,2018-10-17,Sonal Mhrzn,I hate those type of girls who mock other behind their back,"Oct 16, 2018",657,2,2022-12-28,8
12,10317,303039,2018-10-17,namdi xx,“You mom makes good food”“I don’t have a mom” *Spits out drink*,"Oct 16, 2018",594,1,2022-12-28,6
12,10317,303039,2018-10-17,vanemaripalma,I’m ready to throw hands if she sinks the ship ....,"Oct 16, 2018",425,3,2022-12-28,4
12,10317,303039,2018-10-17,e er,People who use too many emojis=fake just like her boobs,"Oct 16, 2018",393,18,2022-12-28,12
13,11607,296588,2018-10-24,Teremartines:),"""who knew evil girls had the prettiest face"" 🤷🏽‍♀️","Oct 23, 2018",170222,787,2022-12-28,633
13,11607,296588,2018-10-24,Hypnosishypnos,"I can’t wait to see that ass without make up. I doubt she’s that pretty Edit: I’m sorry if I’m offending people, I’m not saying she’s ‘ugly’ or anything like that, I just doubt she’s as beautiful as she seems, she also might be naturally pretty, but ‘naturally pretty’ can only go so far in high school, and that’s definitely to far ","Oct 23, 2018",94760,1022,2022-12-28,142
13,11607,296588,2018-10-24,Lia Porco ,"That girl is as fake as fake could be, don’t go on that date, BAD IDEA, she wants to DESTROY, not HELP // yes I changed the comment due to all the salt and fighting in the replies","Oct 23, 2018",90832,700,2022-12-28,103
13,11607,296588,2018-10-24,dedpotato,im guessing that ramen lady is suho's mom.,"Oct 23, 2018",2640,39,2022-12-28,81
13,11607,296588,2018-10-24,¤♡¤,sujin should eat some makeup so she can fix her ugly ass personality,"Oct 23, 2018",2139,8,2022-12-28,16
13,11607,296588,2018-10-24,jungkook's timbs,"""youre so clueless!"" literally every protagonist's woke friend ever","Oct 23, 2018",1666,2,2022-12-28,7
13,11607,296588,2018-10-24,kanihk,THAT BITC– someone stop me before i borrow the makeup remover spray from mr. hot hirahara,"Oct 23, 2018",1067,5,2022-12-28,15
13,11607,296588,2018-10-24,lorriin,“a cup” “bad skin texture” “no hips” hehe are you talking about me?,"Oct 23, 2018",912,7,2022-12-28,13
13,11607,296588,2018-10-24,1katycat1,"This is my own two cents but to the comments saying that she probably looks ugly without make up, you’re doing the same thing she’s doing to our lovable mc (I’m sorry I’m running a blank on names). She may look different without make up but that has NOTHING to do with the shit personality she’s showing. (It kind of does but not in a direct sense that I feel most comments are insinuating)","Oct 23, 2018",777,5,2022-12-28,15
13,11607,296588,2018-10-24,-Faye,Her sister radiates big wife energy,"Oct 23, 2018",714,1,2022-12-28,2
13,11607,296588,2018-10-24,Camille Q,"She has Sujin's contact as Sujin the Goddess, and it's just making me feel bad that Jugyeong is completely oblivious about what Sujin actually thinks of her.","Oct 23, 2018",536,0,2022-12-28,1
13,11607,296588,2018-10-24,BMars21,"""I dont feel like going out now."" *Someone mentions food ""Let's go""","Oct 23, 2018",476,0,2022-12-28,7
13,11607,296588,2018-10-24,reedpipes,“I want to do nothing even more intensely” my daily aspirations ,"Oct 23, 2018",406,1,2022-12-28,2
13,11607,296588,2018-10-24,Nyrumi,I have a theory. The lady that owns the Japanese restaurant may be Suho’s mom and Suho said he didn’t have a mom because his parents are divorced?,"Oct 23, 2018",329,3,2022-12-28,14
13,11607,296588,2018-10-24,peachzinger,"Absolutely ridiculous! Honestly I see where she’s coming from. Meeting someone so pretty and automatically feeling confident about herself just from being around her and finally starting to be accepted, but I don’t get how she can be so clueless about being used. Man I love this comic so much!!!🤗😂","Oct 23, 2018",298,0,2022-12-28,5
14,18871,296852,2018-10-31,Cecilia Truong,i knew he was sketchy i felt that* in my bones (thnx yu for correcting me),"Oct 30, 2018",169670,308,2022-12-28,64
14,18871,296852,2018-10-31,anonymous,“He looks so hot in those pictures.” Doesn’t even see his face. ,"Oct 30, 2018",153581,507,2022-12-28,65
14,18871,296852,2018-10-31,diyslimezy,*clears throat* BISH??????!!??? How dare you hurt our precious Cinnabon? ,"Oct 30, 2018",131120,640,2022-12-28,71
14,18871,296852,2018-10-31,arrs choii,*pretends to be shocked that he's a player*,"Oct 30, 2018",4465,3,2022-12-28,15
14,18871,296852,2018-10-31,OH YUUHHHH,"Ohhh... if only I could punch this dude... it would be a really weak punch, but I'd try to knock him out... it's the thought that counts...","Oct 30, 2018",2555,3,2022-12-28,21
14,18871,296852,2018-10-31,🌹 no sleep squad 💐,That could be the most awkward situation walking into your brothers room while he watches something *clears throat* dirty,"Oct 30, 2018",2500,6,2022-12-28,21
14,18871,296852,2018-10-31,Loading... jk,Where’s Suho? His girl is getting played!!!#SuhoWhereYouAt,"Oct 30, 2018",2096,4,2022-12-28,12
14,18871,296852,2018-10-31,Pänama,"I was worried it would be a super ugly guy because you couldn’t see his face, but no worries even worse it was a fuckboi","Oct 30, 2018",1546,4,2022-12-28,7
14,18871,296852,2018-10-31,ForAbs°˖✧◝( ⁰▿⁰)◜✧˖°,"When you catch your bro watching porn, but you pretend his blush is because he's so stunned by your beauty...","Oct 30, 2018",1348,9,2022-12-28,13
14,18871,296852,2018-10-31,Pink_Lemonade🍷,HELL NO. HE’S ONE OF THOSE FUCKING PLAYERS? LET ME GET MY CHANCLA,"Oct 30, 2018",825,2,2022-12-28,17
14,18871,296852,2018-10-31,jelenapamplona20362,"NO NO NO NO NO NO! NO. WE DO NOT NEED A PLAY BOY PLAYING WITH OUR GIRLS HEART OK! Ok, Great. The exit is that way sir👉","Oct 30, 2018",792,6,2022-12-28,3
14,18871,296852,2018-10-31,gorogorogoroboy,of course anyone connected to sujin is sketchy,"Oct 30, 2018",735,1,2022-12-28,3
14,18871,296852,2018-10-31,ChocolateQueen,LMFAO who else thought he was gonna look ugly af. ,"Oct 30, 2018",665,1,2022-12-28,13
14,18871,296852,2018-10-31,Enchanted_Mermaid,"He looks a bit like Jungkook (From bts) but definitely doesn't act like Jungkook. I knew something was sketchy the moment he smiled too much! Edit: Yes, does look more like Tae (My Fav 💜) but they are a mix,lmao. He also does have a boxy smile like Tae. Too bad he is a player :/","Oct 30, 2018",491,30,2022-12-28,34
14,18871,296852,2018-10-31,unpocojuan,I knew he was bad from the start. He showed up in Jesus shoes smh 😒,"Oct 30, 2018",350,6,2022-12-28,11
15,21590,311689,2018-11-07,Kanamiii♡,SUHO BETTER PROTECC HIS FUTURE GIRL,"Nov 06, 2018",292933,433,2022-12-28,131
15,21590,311689,2018-11-07,shioshark,"Suho doesn’t take anything, he believes all people deserve equality despite looks, he won’t let his special comic book buddy be cheated ","Nov 06, 2018",204940,390,2022-12-28,65
15,21590,311689,2018-11-07,feyk,"This was kinda painful to read, I'm glad he approached him though instead of just trying to tell her later","Nov 06, 2018",65035,132,2022-12-28,17
15,21590,311689,2018-11-07,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,146
15,21590,311689,2018-11-07,bagelknife,i hOpE he knOws siGn language because he about to catch these HANDS ,"Nov 06, 2018",3284,2,2022-12-28,18
15,21590,311689,2018-11-07,hopej,"I like Suho. He actually like her for who she is her nerdy comic self😭 if they don’t end up together, im suing","Nov 06, 2018",2372,1,2022-12-28,17
15,21590,311689,2018-11-07,This user has been deleted.,This comment has been deleted.,,0,0,2022-12-28,20
15,21590,311689,2018-11-07,tinytotliz,Our precious little black hair raven is about to pluck some lil hoes eyes out!!!,"Nov 06, 2018",1593,4,2022-12-28,2
15,21590,311689,2018-11-07,DilfDestroyer999,Honestly Suho is literally a protective tsun HE PROTECC HE ATTACC BUT MOST OF ALL... HE'LL WIN HER HEART BACC,"Nov 06, 2018",1363,3,2022-12-28,4
15,21590,311689,2018-11-07,Crypticx,BEAT HIS A$$ BEAT HIS A$$  BEAT HIS A$$  BEAT HIS A$$  BEAT HIS A$$   BEAT HIS A$$    BEAT HIS A$$    BEAT HIS A$$    BEAT HIS A$$    BEAT HIS A$$    BEAT HIS A$$    BEAT HIS A$$    BEAT HIS A$$    BEAT HIS A$$    BEAT HIS A$$    BEAT HIS A$$    BEAT HIS A$$    BEAT HIS A$$    BEAT HIS A$$  ,"Nov 06, 2018",1332,0,2022-12-28,14
15,21590,311689,2018-11-07,Chachi_23,HES DEAD CUZ HER REAL BOYFRIEND IS HERE ,"Nov 06, 2018",984,1,2022-12-28,3
15,21590,311689,2018-11-07,Lys94,"First of all, the art in this episode is AMAZING! Second, I want my girl to see the light. She deserves better!","Nov 06, 2018",790,0,2022-12-28,2
15,21590,311689,2018-11-07,enkhsarvvl,"Suho looks so pissed 😤, beat the sh*t out of him","Nov 06, 2018",659,0,2022-12-28,0
15,21590,311689,2018-11-07,YouCanDoIt!💜Borahae,"That girl he was in bed with also looked like a naive cinnamon roll....Someone save her from this filthy excuse of a human as well. Nobody, boy or girl, deserves to played with like dolls. ","Nov 06, 2018",559,3,2022-12-28,5
15,21590,311689,2018-11-07,ScarlettL3tters,Oh shit’s about to go down *grabs popcorn*,"Nov 06, 2018",477,3,2022-12-28,12
16,12120,302637,2018-11-14,Kanamiii♡,"HIS SMILE CLEARED MY ACNE, MADE MY GRADES SKYROCKET, AND CURED MY DEPRESSION edit: hope the people that come back and see this are doing great, still reading comments to this day :’)","Nov 13, 2018",240604,613,2022-12-28,209
16,12120,302637,2018-11-14,🌹 no sleep squad 💐,"Someone actually does like you for who you are not some untrustworthy guy who doesn't even reply to your messages and leave you on read, he also stood up for you because he didn't want to see you hurt and I'm glad her plan backfired on her ","Nov 13, 2018",137983,351,2022-12-28,36
16,12120,302637,2018-11-14,mushr00m_s0ck,"Aww girl don't bring yourself down because of some dumb boy. You're beautiful inside and out. Same with all the readers here. This goes out to all the boys here too. Don't think you're bad or ugly because some stupid girl or boy rejected you. You're probably too good for them. And the readers who keep saying they're ugly, sometimes you don't have to care about your looks. Just be yourself and if someone doesn't like you for you, I'll give you my love and affection 😙💖 :)","Nov 13, 2018",121572,596,2022-12-28,309
16,12120,302637,2018-11-14,DreamThieves,“Just you and me” IT’S A DATE Y’ALL,"Nov 13, 2018",3557,13,2022-12-28,18
16,12120,302637,2018-11-14,Leah¯\_(ツ)_/¯,Is it just me or does she actually look really pretty with just her hair down. Like she doesn’t need all that makeup. Just maybe better management of what she’s already got.,"Nov 13, 2018",3267,11,2022-12-28,29
16,12120,302637,2018-11-14,fashionzoo97,"When Suho pulls his hair back!!!! (*died a million deaths*) Also, he is such a great friend, looking out for her like that. i don't think he is romatically interest in her (yet!!) but she is probably his closest (or one of his closest) friend(s) because he seems very lonely sometimes and such, so he wants to make sure nobody hurt his friend.... Can't wait for him to fall in love with her over the study sessions though. ","Nov 13, 2018",2402,3,2022-12-28,12
16,12120,302637,2018-11-14,Clikrean,Damn how many ribs is she missing 😂,"Nov 13, 2018",1759,14,2022-12-28,30
16,12120,302637,2018-11-14,anonymous,"Phone just as cracked as her personality, smh. Maybe if she learned to be nice, then she'd actually be a prettier person, both on inside & outside.","Nov 13, 2018",1191,13,2022-12-28,15
16,12120,302637,2018-11-14,Age-Turner,Am I the only one here actually sincerely worried about her academics? Hope girly gets into her preferred college! ,"Nov 13, 2018",992,2,2022-12-28,7
16,12120,302637,2018-11-14,enkhsarvvl,Suho looks freaking hot.  Open your eyes Jugyeong,"Nov 13, 2018",891,5,2022-12-28,9
16,12120,302637,2018-11-14,Lillsen,I saw that smile boy 😏,"Nov 13, 2018",666,4,2022-12-28,3
16,12120,302637,2018-11-14,boba&tea☕️,Her freaking waist tho is like 3 inches wide???...,"Nov 13, 2018",631,7,2022-12-28,8
16,12120,302637,2018-11-14,cheeseee🧀,Sujin’s proportions bother me,"Nov 13, 2018",548,5,2022-12-28,19
16,12120,302637,2018-11-14,the map,I love how completely oblivious she is to the fact that he has feelings for her. I can’t wait for her to realize she doesn’t need to look like everyone else because there are some who like her for who she is and that’s all that matters,"Nov 13, 2018",497,3,2022-12-28,1
16,12120,302637,2018-11-14,Nerd4Life08,“One less thing to worry about” He was actually talking to himself and how he can now steer his own ship forward😏😉,"Nov 13, 2018",483,0,2022-12-28,3
17,8604,293225,2018-11-21,°uniquexara™,"There's a story behind every persons attitude. And this is SuJin's.. I feel bad for her at this chapter but doesn't mean i like her tho. There's no excuse for her doing something bad. SHE'S HURTING OTHER PEOPLE BECAUSE SHE IS HURT.  But again, There’s NO EXCUSE with her by doing so. It happened in real life tho..","Nov 20, 2018",202597,630,2022-12-28,99
17,8604,293225,2018-11-21,quaneen,"This story really brings to light that everyone deals with their own problems, and no one is “truly beautiful” because we all have our own problems. Although, true beauty is found by finding ways we can help ourselves and others cope with them and realize that we are worth it","Nov 20, 2018",121321,381,2022-12-28,37
17,8604,293225,2018-11-21,DuttonDaButton,"I understand what Sujin is going through. I've had friends who were being abused at home, and in turn abused me. They never let it show, they didn't want anyone's pity. So I understand Sujin, I may not like her, but I can understand why she does what she does. If you are in a similar situation, seek help and hold on. 💕💜💕","Nov 20, 2018",109139,508,2022-12-28,66
17,8604,293225,2018-11-21,Titanium_Quartz,"I think Suho is the person she goes to when her mother or something acts like that to her and that Sujin and Suho are friends and then Sujin slowly falls for Suho but he doesn't have feelings for her and now Sujin is jealous of Jugyeong and later in the story I think (just guessing)the author will reveal that Suho is a son of a rich person and he is miserable.Anyways thanks for all those like, all of you snatched my wig and I am now wigless I've never gotten so much likes😁 Thanks again.","Nov 20, 2018",2308,14,2022-12-28,17
17,8604,293225,2018-11-21,Zuhro Olimova,that cute boy asking for her number tho. ,"Nov 20, 2018",1934,5,2022-12-28,21
17,8604,293225,2018-11-21,MusicalGoddessofSong,SuJin 😭 I hope she and Jugyeon can really be good friends to each other. Instead of taking out her pain on others. This WEBTOON has so many layers. Also beautifully drawn. ,"Nov 20, 2018",1201,5,2022-12-28,8
17,8604,293225,2018-11-21,ShrimpTempura,Of all people I was not expecting suho to be the one she called. ,"Nov 20, 2018",906,3,2022-12-28,12
17,8604,293225,2018-11-21,NicoleArlene,"Welp, I’m off to do 200 squats. ","Nov 20, 2018",857,1,2022-12-28,17
17,8604,293225,2018-11-21,Kemcko,I had a feeling Sujin’s parents were abusive from the foreshadowing in the last chapter. I kind of hope that Jugyeong can be her real friend. ,"Nov 20, 2018",692,1,2022-12-28,2
17,8604,293225,2018-11-21,jungkooks thighs,"i hope we see character development with sujin later on, where she heals and becomes more kind.","Nov 20, 2018",547,2,2022-12-28,6
17,8604,293225,2018-11-21,quackerducker,I have a theory. those 2 girls were defintely once her friends but for some reason decided to turn on her. She was in the worst point of her life and having to deal with her abusive family. Then suho came along and helped her or just accepted her and now he's really focused on jugjeon and she gets jelous cause she has a crush on him and doesnt want the one person that cares about her to be taken away from her. Im not saying thats a justification of wat she did but i get where shes coming from.,"Nov 20, 2018",465,2,2022-12-28,12
