site,season,season_chapter,overall_chapter,upvotes,downvotes,reply_count,comment_text,date
naver,1,14,15,6734,279,1,저도 아는자의 여유를 가지고 있습니다ㅋㅋㅋㅋ근데 최강의 팀 아닌데?밤네 팀있는데?ㅋ,"May 14, 2013"
naver,1,14,15,5479,166,0,나중에 무서워 지긴 하지..,"May 16, 2013"
naver,1,14,15,5449,129,0,유한성 가운입고 누워있는거 지금 보니 남자였네 ... ㅋㅋㅋ,"May 17, 2013"
naver,1,14,15,3345,83,0,"""그렇게 말하는 놈들이 나중엔 제일 무섭더라 하하""","May 13, 2013"
naver,1,14,15,3017,56,0,레알모가지댕강댕강ㅋㅋㅋㅋㅋ,"May 23, 2013"
naver,1,14,15,2585,228,0,난 이때 덧글에있는 스포를 보고 유한성이 남자가 아니란걸 알았다지 ㅡㅡ,"May 18, 2013"
naver,1,14,15,2116,53,0,이수 예언자인가 ㅋㅋ,"May 13, 2013"
naver,1,14,15,59,3,0,240화 배뎃보고 14화 보러오신분?? 설마 나만 있진않겠지,"Jul 19, 2015"
naver,1,14,15,53,0,0,그러고 보니 이수 과거는 한번도 나온적이 없네,"Feb 21, 2019"
naver,1,15,16,30907,178,11,"자, 십이수. 이제 네가 자랑하는 살인무술을 보여줄 차례야.","May 18, 2013"
naver,1,15,16,19860,367,6,귀여워 살랑살랑............ㅠㅠ,"May 11, 2013"
naver,1,15,16,11529,189,2,이 왕관은 이제 제겁니다,"May 20, 2013"
naver,1,15,16,10115,217,0,호홓호호호홓호호호홓 사나이의놀이는 관자놀이지,"May 21, 2013"
naver,1,15,16,8424,211,2,콘과쿤은 한글자차이,"Jun 01, 2013"
naver,1,15,16,4067,164,0,이번회는 댓글이 왜 적지?,"May 25, 2013"
naver,1,15,16,3717,656,0,콘?칼두개들고있는애 리바이병장닮았음!!,"Jun 07, 2013"
naver,1,15,16,3446,82,0,앜꼬리귀엽다,"Jun 12, 2013"
naver,1,15,16,3413,93,0,아 살랑살랑 귀여워 ㅋㅋ,"Jun 09, 2013"
naver,1,15,16,3098,66,0,이때부터 아시겟지만 아낙 굉장히 귀엽습니다,"Jun 29, 2013"
naver,1,15,16,2501,443,2,아낙은 ㅋㅋ 자하드의 딸의 딸이니깐 ㅋㅋ,"Jun 29, 2013"
naver,1,15,16,2024,57,0,콘 언제 깨어났니?,"Jun 27, 2013"
naver,1,15,16,2011,88,0,엔도르시의등장,"Jun 27, 2013"
naver,1,15,16,1805,52,0,꼬리 살랑ㅋㅋㅋ,"Jun 08, 2013"
naver,1,15,16,1711,50,0,아낙ㅋㅋㅋㅋㅋ귀엽긔♥♥♥,"Jun 29, 2013"
naver,1,16,17,33827,428,15,하지만 하츠는 이제 등에 쓰레기를 매고다닙니다,"May 19, 2013"
naver,1,16,17,19839,177,5,숙면은 우리 신체에 좋습니다.,"May 08, 2013"
naver,1,16,17,17854,182,2,운명하셨습니닼ㅋㅋ...하츠 귀염터졐,"May 11, 2013"
naver,1,16,17,14133,220,2,살인무술 믿었엌ㅋㅋ,"May 11, 2013"
naver,1,16,17,12053,243,0,패왕열사권 보다 훨씬훨씬 약한 초패왕열사권,"May 17, 2013"
naver,1,16,17,9425,590,0,이때는몰랐지 초패왕열사권이 그렇계 강할줄은.,"May 14, 2013"
naver,1,16,17,8375,170,0,초패왕열사권에서 초를 빼주면 더 쎄짐,"May 19, 2013"
naver,1,16,17,5828,165,0,패왕열사권의 짝퉁인 초패왕열사권,"May 20, 2013"
naver,1,16,17,3982,91,0,꺜 하츠훈남ㅁㅁㅎㅎ,"May 19, 2013"
naver,1,16,17,3608,93,0,잘생겼네요,"May 10, 2013"
naver,1,16,17,2829,72,0,초패왕열사권울 쪽팔리지안고 잘도말하는군,"Jun 03, 2013"
naver,1,16,17,2358,72,3,가정이 무너지고 사회가 무너지고,"Jun 11, 2013"
naver,1,16,17,2004,157,0,하츠 지금은 왜 칼 한자루?,"May 26, 2013"
naver,1,16,17,1649,51,0,잘 봤습니다~,"May 22, 2013"
naver,1,16,17,126,1,1,갠적으로 하츠나 이수 둘 중에 한 명은 오랜시간이 걸리더라도 꼭 랭커가 됐으면 함ㅜㅜ 혈통의 이점 없이 정말 순수한 노력으로 그렇게 성공하길 바람,"Apr 27, 2019"
naver,1,17,18,33812,200,9,검은삼월 문자왓네,"May 10, 2013"
naver,1,17,18,20356,1026,8,초록삼월님이 검은삼월님을 감지하셨습니다.,"May 15, 2013"
naver,1,17,18,16116,208,2,와 자고 있던사람이 머리 굴린다 자고 일어나면 별로 생각 안나는데 천재다,"May 21, 2013"
naver,1,17,18,8044,255,2,잠자는사람한테 자꾸 은택이 생각이나지...,"Jun 20, 2013"
naver,1,17,18,6275,155,6,아낙은 도대체 뭔 생물이여?  왤케 혼자 쎄냐? ㅋㅋㅋ,"May 19, 2013"
naver,1,17,18,5239,170,0,정말전이거처음이라.정말흥미진지해요,"Jun 03, 2013"
naver,1,17,18,4165,69,0,신의탑 책으로 안나오나요? 정말 소장하고 싶은 만화인데 ㅜㅜ,"Jun 25, 2013"
naver,1,17,18,3549,70,0,우리귀염둥이 아빠가 지켜줄께에에에,"Jun 07, 2013"
naver,1,17,18,3326,38,0,라우뢰는 맨날 쳐자고있어서 일어나있는거보면 너무 반가움ㅋㅋㅋㅋ,"Jun 17, 2013"
naver,1,17,18,2999,91,0,라우뢰는 이미이때부터 방3개 사용가능하죱  신수배운지 백년넘었다네요..,"Jul 04, 2013"
naver,1,17,18,2436,39,0,라우뢰도 지능캐였어....,"Aug 01, 2013"
naver,1,17,18,2404,33,0,그보다 게임이시작한걸 알고는 있었구나...,"Jul 30, 2013"
naver,1,17,18,1795,173,0,오오ㅗ오ㅗ오ㅗㅗ,"Apr 27, 2013"
naver,1,17,18,1225,87,0,최후의섬광?!럭스인가,"Jun 30, 2013"
naver,1,17,18,765,21,2,"몰랐는데,저 때 라우뢰가 방을 3개나 다룰 수 있었대요","Jul 05, 2018"
naver,1,18,19,31698,251,9,진짜 사기는 아낙이 아니라 너야 쿤,"May 11, 2013"
naver,1,18,19,21423,625,5,거절한다ㅋㅋㅋㅋㅋ니가 뭔데ㅋㅋㅋ감히 우리 밤느님을ㅋㅋㅋ,"May 14, 2013"
naver,1,18,19,14375,251,5,사기쿤이 사기래요♡,"May 17, 2013"
naver,1,18,19,9888,596,1,껒여...니가먼뎈ㅋㅋㅋㅋㅋ,"May 13, 2013"
naver,1,18,19,6763,395,0,밤한테명령질ㄴ,"May 27, 2013"
naver,1,18,19,5274,357,0,"도마뱀, 우리 밤이 건들지마!!!!!","May 27, 2013"
naver,1,18,19,4142,198,0,누구맘대로,"May 22, 2013"
naver,1,18,19,3696,159,0,필요없어,"May 17, 2013"
naver,1,18,19,3483,101,0,유리있었으면 이미 날아갔다,"Jun 07, 2013"
naver,1,18,19,3382,110,0,아낙아 넌 유리가 두렵지 않니..?ㄷㄷ....,"Jun 06, 2013"
naver,1,18,19,3045,171,0,필요없어!!!,"May 20, 2013"
naver,1,18,19,2637,204,0,밤미래를생각해보먄넌걍털려,"Jun 08, 2013"
naver,1,18,19,2405,58,0,밤이 눈 완전 이쁘 ㅠ♥,"Jun 06, 2013"
naver,1,18,19,1905,50,0,아진짜1부완전웃기다ㅠㅠㅠㅠ,"Jun 07, 2013"
naver,1,18,19,170,4,2,<자하드 공주의 13월 총정리> 은빛 일월 하얀 이월 검은 삼월 초록 사월 노란 오월 휘광의 유월 쪽빛 칠월 푸른 팔월 암흑의 구월 붉은 시월 금빛 십일월 무의 십이월 무지개빛 십삼월  정주행중인 사람이 없어서 베댓 되고샆지만...,"Aug 31, 2020"
naver,1,19,20,54527,631,20,국어를 배웠으면 주제를 알고수학을 배웠으면 분수를 알아라.,"May 17, 2013"
naver,1,19,20,32729,244,7,전설의 시작 라쿤밤,"May 11, 2013"
naver,1,19,20,32225,277,7,검은 삼월은 남자를 좋아하지 여자를 좋아하지않아..,"May 22, 2013"
naver,1,19,20,24099,268,2,엄마 요즘은 레벨보고 개기나봐요ㅋㅋㄱㄱㄱㄱㅋㅋㅋㄱ,"May 12, 2013"
naver,1,19,20,17079,213,2,유리가 이상황을 보고있으면 어땠을까,"Feb 01, 2013"
naver,1,19,20,12550,441,0,나 이땐 아낙이 짜증났었지,"May 14, 2013"
naver,1,19,20,9221,171,0,동물 농장인가요...,"May 11, 2013"
naver,1,19,20,8456,129,0,라쿤밤의 전설은 이렇게시작되었다,"May 11, 2013"
naver,1,19,20,7347,122,1,도망뱀ㅋㅋㅋㅋㅋㅋㅋㅋ,"May 19, 2013"
naver,1,19,20,4723,116,0,ㅋㅋㅋㅋㅋㅋㅋ꼬부기두마리ㅋㅋㅋㅋ,"May 12, 2013"
naver,1,19,20,3684,113,0,초록사월 저도참좋아하는데요제가 한번 가져 보겠습니다,"May 31, 2013"
naver,1,19,20,3249,267,0,얼레리꼴레리 아낙은 도망뱀이래요 도망뱀이래요ㅋㅋㅋㅋㅋㅋ,"May 29, 2013"
naver,1,19,20,2767,124,0,라쿤밤~♥♥뽀에버~♥♥♥♥♥ㅋ,"May 27, 2013"
naver,1,19,20,2378,69,0,역시 상남자,"May 27, 2013"
naver,1,19,20,2286,70,0,도망뱀ㅋㅋㅋㅋㅋ,"May 20, 2013"
naver,1,20,21,34308,954,9,자기가 가르ㅊㅣ고.....나쁜년일서,"May 11, 2013"
naver,1,20,21,25900,934,0,라헬이 밤에게준 책제목이 밤킹카만들기이다 본사람만 좋아요,"Jun 02, 2013"
naver,1,20,21,20130,337,0,밤을무시하면 세상의천장이 무너져내릴꺼야.,"May 16, 2013"
naver,1,20,21,16945,253,0,댓글은 스포가 많습니다,"May 19, 2013"
naver,1,20,21,13453,668,5,아니 여기 처음보는사람도 있을거아냐 ㅡㅡ 좀 스포하지마라,"May 19, 2013"
naver,1,20,21,10579,699,2,밤은 남자라서 배신했냐?,"May 19, 2013"
naver,1,20,21,9412,703,1,남자는 여자를 배신하면 안되고 여자는 남자를 배신해도 되는거임?? 아 어이털리네 노란거북이,"May 22, 2013"
naver,1,20,21,7459,381,1,솔직히 스포 그만합시닿...처음 정주행 하시는 분들 진짜 댓글 보지 마세요.,"May 18, 2013"
naver,1,20,21,5148,410,0,처음으로정주행하는데스포가너무많네요 저같은사람들위해서 스포댓글은자제좀해주세요,"May 27, 2013"
naver,1,20,21,3462,426,0,비올레가 저기 참여했으면 다 발릴텐데,"Jul 01, 2013"
naver,1,20,21,3037,146,0,여자를 배신하면 세상의천장이 무너져 내릴것이고 밤을 배신하면 독자들의신뢰가 무너져내릴것이다,"May 30, 2013"
naver,1,20,21,2774,264,0,이거  처음보는건데....라헬이 왜요? 쿤은 또 왜  사기라는거죠?,"Jun 06, 2013"
naver,1,20,21,2714,111,0,정주행 분들은 왠만하면 댓글 읽지 마세요.,"May 31, 2013"
naver,1,20,21,2102,48,0,밤 킹카 만들기 ver.3.0,"Jun 30, 2013"
naver,1,20,21,107,5,3,"첫정주행하시는 분들 댓글보지마세요 신의탑은 진짜 숨은 떡밥(지나가는 아무런 내용없는 배경짤일지라도)이 넘쳐납니다 그래서 이때만해도 라거나 와 이장면이 그거였어?!이런 댓글 넘쳐날수밖에 없어요 막상 지금은 스포하지마세요 매너지켜주세요 빼액!하지만 당신도 미래에서 돌아오게 된다면 저렇게 댓글 적고 있을거에요,,ㅋㅋㅋㅋ 그리고 신의탑은 독자수도 타웹툰과 비교불가할 만큼 월등하고 물론 쿠키굽는 독자 조차 비교 불가할 만큼 월등하기땜에 더더더더욱 어쩔 수 없는 것 같습니다(쿠키 최신화 나오면 댓글수가 이미 기본 몇천임),, 걍 이해하시고 댓글을 보지말고 한번 쭉 정주행했다가 그 후 정주행할때 댓글들 곱씹으면서 보세요 그럼  댓글조차 개꾸르잼임 ㅋㅋ 7번째 정주행중인 사람의 조언입니다 ㅋㅋ","Sep 15, 2019"
naver,1,21,22,31965,184,7,쿤이 허세를 부리고 재수없이 행동해도 우리가 약이 오르지 않는 이유가 궁금하나요? 쿤은 우리편이니까요,"May 18, 2013"
naver,1,21,22,21356,264,3,여기서 부터 사기쿤의 사기치는 전설,"May 15, 2013"
naver,1,21,22,15223,226,0,역시 사기쿤 내가 이것때문에 쿤한테 빠졌단 말이지♥♥,"May 17, 2013"
naver,1,21,22,12178,176,2,어디서 사기학과라도 전공하셨나-,"May 13, 2013"
naver,1,21,22,9576,384,0,아 애들 빼놓고 나와서 가볍다고 한거구나,"May 19, 2013"
naver,1,21,22,5364,277,2,이때까지만 해도 아미고챠즈가 엑스트라인 줄..,"May 17, 2013"
naver,1,21,22,5058,80,0,사기가 부활 했습니다,"May 17, 2013"
naver,1,21,22,4284,82,0,거북이가 아니라 토끼였어,"May 19, 2013"
naver,1,21,22,4095,43,1,잘생기면 사기쳐도 멋져보이는 더러운 세상,"May 25, 2013"
naver,1,21,22,3555,73,0,저 다람쥐 짜증나,"May 19, 2013"
naver,1,21,22,3154,53,0,쿤 존나 멋있쿤?겁나 좋쿤?,"May 24, 2013"
naver,1,21,22,2691,109,1,사기쿤-사기=0,"May 23, 2013"
naver,1,21,22,2502,88,0,노홍철을 능가하는 사기쿤,"May 22, 2013"
naver,1,21,22,2462,48,0,사기쿤 짱먹어라,"May 24, 2013"
naver,1,21,22,1167,20,0,사기학과 전공이라뇨 사기학과를 만든 교수신것같은데,"Jan 24, 2016"
naver,1,22,23,38174,164,6,사기의 정석은 포커페이스.,"Apr 26, 2013"
naver,1,22,23,31754,210,6,안나라수마나랔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"May 12, 2013"
naver,1,22,23,26094,240,4,당신은 마술을 믿습니까? 먼저 말해야젲ㅋㅋㅋㅋㅋ,"May 16, 2013"
naver,1,22,23,13302,539,2,신의탑 팬 카페에 가입 하지 않은 사람이나 옥에티를 찾지 않은 사람은 모르지 48컷에 라우뢰 베게와 라우뢰가 울고 있다는걸,"May 17, 2013"
naver,1,22,23,11609,212,0,쿤의 명품백,"May 19, 2013"
naver,1,22,23,7274,231,0,앜ㅋㅋ안나라수마나라....하일권작거님 작춤도 잼슴!!! 물~~~론 신의 탑도 젬있고...,"May 19, 2013"
naver,1,22,23,5688,162,0,하일권작가님ㅋㅋㅋㅋㅋㄱㅋ당신은마법을믿습니까? 안나라수마나라♥,"May 20, 2013"
naver,1,22,23,5065,97,4,애드라 밤이 총알을 신수로 부순건 본거니?,"Jun 02, 2013"
naver,1,22,23,3503,87,0,쿤....!♥,"May 20, 2013"
naver,1,22,23,3260,226,0,짜라빠빠~그대는 천재여써~짜짜라 짜라빠빠빠~,"May 16, 2013"
naver,1,22,23,2790,72,0,"파란머리, 하얀머리. 사람마다 보는 색깔이 달라지는 신기한 쿤으머리! 단돈 3000만원!ㅋㅋㅋㅋ","May 30, 2013"
naver,1,22,23,2758,331,0,너나 퀸카가 되거라 라헬이여,"May 21, 2013"
naver,1,22,23,2620,56,0,어린나이에 사기의 정석을 만들어 내신 아게로선생,"May 19, 2013"
naver,1,22,23,2574,53,0,"엄마, 나 저 가방 사줘","Jun 06, 2013"
naver,1,22,23,2188,35,1,흰머리에서 파란머리로 바뀌었네.,"May 29, 2013"
naver,1,23,24,48658,509,11,사기쿤팬인분모두좋아요를눌러주세요,"May 23, 2013"
naver,1,23,24,24606,218,4,역시사기쿤~♥,"May 09, 2013"
naver,1,23,24,22915,221,6,매력학과라도 전공하셧나?,"May 19, 2013"
naver,1,23,24,16921,159,0,대단한 사기캐다,"May 14, 2013"
naver,1,23,24,12687,185,3,쿤 이쁘당..,"May 17, 2013"
naver,1,23,24,10652,153,1,사기쿤인이유를 알게됬다ㅋ,"May 19, 2013"
naver,1,23,24,7708,1053,2,음;; 아직 사기캐라고 보기엔;; 음.. 저정도야.. 일단 난 밤이 궁금하네요 다들 스포를 해주셔서;; 스포좀 그만해라!!!!,"May 19, 2013"
naver,1,23,24,6072,127,0,내가 정주향을 여러번하지만 볼때마다사기쿤..♥♥♥♥♥♥,"May 20, 2013"
naver,1,23,24,6052,93,1,여러분 그거아세요? 만바론데나가 압축해서 넣을수는있어도 무게는 변하지않는데 쿤은 200명으로 줄이는 시험부터 크라운게임 시작전까지 사람 3명을 들고다닌거예요. 그래서 3회때 그렇게 빨랐던거고요(사람3명무게가 줄어서),"Jun 07, 2013"
naver,1,23,24,4728,125,0,ㅋ쿤좀똑똑한듯?,"May 20, 2013"
naver,1,23,24,3704,91,0,옼ㅋ흥미진진데쓰,"May 21, 2013"
naver,1,23,24,3316,67,0,밤왕관쓴거졸귀데쓰네,"May 28, 2013"
naver,1,23,24,3244,66,0,쿤이 사기캐라는건 사기를잘쳐서 사기캐라는거임 ㅋ,"May 25, 2013"
naver,1,23,24,2583,43,0,쿤 존잘,"May 29, 2013"
naver,1,23,24,2431,45,0,쿤느님♥♥,"May 29, 2013"
naver,1,24,25,42701,855,22,그래요 네이버 웹툰 4대 악녀 라헬 맞아요,"May 16, 2013"
naver,1,24,25,36861,655,6,여러분 라헬소리 그만하시고 신의탑 공식 미녀 화련의 첫등장을 축하나 합시다,"May 18, 2013"
naver,1,24,25,20154,638,1,네이버웹툰4대악녀중에서 보스가라헬이에요,"May 17, 2013"
naver,1,24,25,11874,562,0,아오 라헬이다 이게다 라헬때문이야,"May 16, 2013"
naver,1,24,25,9328,532,0,"배신자 라헬, 독자들이 너를 싫어한다는 것을 영광으로 알도록.","May 16, 2013"
naver,1,24,25,7705,2056,3,라헬=티아라헬,"May 16, 2013"
naver,1,24,25,6934,470,0,네이버웹툰 4대악녀 오크여왕 라헬 등장,"May 18, 2013"
naver,1,24,25,5808,418,2,라헬이 착한 줄 알았지....라헬 타도!!!!,"May 16, 2013"
naver,1,24,25,5182,351,0,네이버4대악녀나왔다,"May 18, 2013"
naver,1,24,25,4541,398,0,"네이버 웹툰 4대 악녀: 신탑 라헬, 크리퍼스큘의 실비아,사랑을 연기하다의 아름,마음의 소리의 애봉ㅋㅋㅋ","May 22, 2013"
naver,1,24,25,4075,256,0,네이버웹툰의 대표악녀는 4명이나 된다.하지만 최고로 나쁜년이 누구냐고 물어본다면 망설임없이 라헬을 꼽을것이다.,"May 21, 2013"
naver,1,24,25,3246,276,1,라헬년한텐 눈길주지마 돌아보지마 신경쓰지마 관심주지마 쳐다보지마 생각하지마 말도 걸지마 왜? 라헬년이니까,"Jun 05, 2013"
naver,1,24,25,3013,227,1,네이버 웹툰 4대 악녀가 라헬이면 나머지 3명은 누군가요?,"May 18, 2013"
naver,1,24,25,2727,120,0,애봉이ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"Jun 05, 2013"
naver,1,24,25,58,2,0,화련 길잡이 치곤 진짜 강한 선별인원..,"Dec 14, 2018"
naver,1,25,26,35844,474,5,밤 인생 최대의 실수 24ㅅ,"May 07, 2013"
naver,1,25,26,23551,404,1,밤의 천재성은 여기부터 나오지 글고 유리가말한 듣보잡은 밤임 산란기 철갑상어 있는데서 하이랭커 레벨의 신수저항력 보임거임 역시 밤 짜세,"May 10, 2013"
naver,1,25,26,17379,439,5,사실 최고의 밑밥은 여기에 있음라헬은 왜 다른 누군가에게 머리채를 잡히고 있는가?!! 꼭 기억할 필요가 있음.,"May 16, 2013"
naver,1,25,26,13167,404,1,라헬을 구하다니 밤은 자신뿐만아니라 독자들에게도 피해가 갔어,"May 17, 2013"
naver,1,25,26,9619,234,26,머리채왜잡힌거에요..? 계속정주행해도모르겟네요,"May 21, 2013"
naver,1,25,26,8054,314,1,여러분 잠시 주목~~~!!여기 진짜 떡밥은 사실은 이것!! 자세히 스크롤 내리다 보면 라헬은 누군가에게 머리채잡혀 괴로워하고 있는거 있어요 이거 주목할필요있음...꼭!!기억하시길....,"May 17, 2013"
naver,1,25,26,7134,256,1,에반켈랭킹- 60위. 하 유리 자하드- 약500위권. 에반 에드록-약100위권.  결론 = 에반 에드록은 랭킹은 유리보다 높지만 유리는 자하드의공주기때문에 유리앞에서 신분 하락↓,"May 24, 2013"
naver,1,25,26,6094,154,1,유리때매 약한줄 알았는데 에반도 생각보다 쎈가봄ㅋㅋㅋㅋㅋㅋㅋ 쿠르단 내려다보지 말래서 업드린거? ㅋㅋㅋㅋㅋㅋㅋㅋ,"May 18, 2013"
naver,1,25,26,5082,144,0,엔도르시는 항상 중요할 때 삐끗,"May 18, 2013"
naver,1,25,26,4198,134,1,머리채 왜 잡혔나고요 제가 미래를 알고 짜증나서 잡았어요,"Jun 02, 2013"
naver,1,25,26,4068,218,1,베스트 댓글 감기군님 랭킹 보면 에반이 유리보다 랭킹이 알고보면 높아요... 에반은 100위권 유리는 500위권인데 그만큼 에반이 알고보면 유리보다 더 쎄다는 걸 알 수 있음... 쿠르단에게 죽여버린다 한 마디로 쿠르단이 냉큼 엎드린정도면 에반은 대체 얼마만큼 힘이 굉장하며... 센걸지 상상이 안가네요...ㅎㄷㄷ 그리고 저 상어 이빨 가면 긴 검정머리 남자(?)와 알고보면 나이 엄청 있는 귀여운 분홍머리도 탑 최정상 꼭대기까지 올라갈 정도면 얼마나 쎈건지....,"May 23, 2013"
naver,1,25,26,2872,110,0,"여기서 라헬 머리채잡히는 장면이 중요한떡밥인데 저번에 밤이 싸움은 왜하는거냐면서 라헬한테 물어봐서 라헬이""만약에 내가 누구한테 험한말을듣거나 맞는다면 밤 너는 나를 위해서 싸울거야?""라는식의 말을한적이 있고 밤은 싸울거라고 답한장면이 있는데 그 장면이랑 머리채잡히는장면이랑 이어질듯하네요..","May 25, 2013"
naver,1,25,26,2592,80,0,랭커인 레로로까지 멘붕오게만든 밤의위력,"May 27, 2013"
naver,1,25,26,2289,149,0,이거 진짜 재미없는줄 알앗는데 네이버 웹툰중에 제일 재밋닿ㅎ,"May 28, 2013"
naver,1,25,26,140,3,0,에반켈 싸우는거 보고 쿠르단 망언 보러 온 사람 손,"Oct 14, 2018"
